PROG_ID;FIRST_TIME;NAME;ROLE
MNMA03012612;25.06.2012 18:00;Carl Johan Rimstad;Redigerer
MNMA03012612;25.06.2012 18:00;Tomm Kristiansen;Programleder
MNMA03012612;25.06.2012 18:00;Sigurd Falkenberg Mikkelsen;Korrespondent
MNMA03012612;25.06.2012 18:00;Trine Skei Grande;Intervjuobjekt
MNMA03012612;25.06.2012 18:00;Per Sandberg;Intervjuobjekt
MNMA03012612;25.06.2012 18:00;Jan Bøhler;Intervjuobjekt
MNMA03012612;25.06.2012 18:00;Torgeir Larsen;Intervjuobjekt
MNMA03012612;25.06.2012 18:00;Bjørg Norli;Intervjuobjekt
MNMA03012612;25.06.2012 18:00;Leif Sande;Intervjuobjekt
MNMA03012612;25.06.2012 18:00;Gro Brækken;Intervjuobjekt
MNMA03012612;25.06.2012 18:00;Øystein Noreng;Intervjuobjekt
MNMA03012612;25.06.2012 18:00;Frode Forfang;Intervjuobjekt
MNMA03012612;25.06.2012 18:00;Mona Abdel-Fadill;Intervjuobjekt
MNMA03012612;25.06.2012 18:00;Trygve Nordby;Intervjuobjekt
MNMA03012612;25.06.2012 18:00;Anette Berger;Intervjuobjekt
MNMA03012612;25.06.2012 18:00;Anders B. Werp ;Intervjuobjekt
MNAN11004811;27.11.2011 09:03;;
MNAN11009711;12.11.2011 15:03;;
MNMA03012112;18.06.2012 18:00;;
MNMA03025211;20.12.2011 18:03;;
MNMA03025311;21.12.2011 18:03;;
MNMA03025811;28.12.2011 18:03;;
NMAG03001514;22.01.2014 18:00;Susanne Sunde Bakke;Script
NMAG03001514;22.01.2014 18:00;Finn Lie;Redigerer
NMAG03001514;22.01.2014 18:00;Geir Allan Stava;Gjest
NMAG03001514;22.01.2014 18:00;Gerhard Heiberg;Gjest
NMAG03001514;22.01.2014 18:00;Kari Elisabeth Kaski;Gjest
NMAG03001514;22.01.2014 18:00;Bård Glad Pedersen;Gjest
NMAG03001514;22.01.2014 18:00;Nikolai Astrup;Gjest
NMAG03001514;22.01.2014 18:00;Trond Nilsen;Gjest
NMAG03001514;22.01.2014 18:00;Svein Sturla Hungnes;Gjest
NMAG03001514;22.01.2014 18:00;Ane Tusvik Bonde;Gjest
NMAG03001514;22.01.2014 18:00;Mathilde Fasting;Gjest
NMAG03001514;22.01.2014 18:00;Magnus Marsdal;Gjest
NMAG03001514;22.01.2014 18:00;Hanna Marcussen;Gjest
NMAG03001514;22.01.2014 18:00;Sigrid Sollund;Programleder
NMAG03001514;22.01.2014 18:00;Kåre Conradi;Skuespiller
NMAG03001514;22.01.2014 18:00;Hege Moe Eriksen;Reporter
NMAG03001514;22.01.2014 18:00;Eivind Waage;Produsent
NMAG03001514;22.01.2014 18:00;Hans-Wilhelm Steinfeld;Korrespondent
MNMA03000412;05.01.2012 18:03;;
MNMA03001312;18.01.2012 18:03;;
MNMA03013012;29.06.2012 18:00;Carl Johan Rimstad;Redigerer
MNMA03013012;29.06.2012 18:00;Erik Aasheim;Programleder
MNMA03013012;29.06.2012 18:00;Hege Moe Eriksen;Intervjuobjekt
MNMA03013012;29.06.2012 18:00;Lars Sigurd Sunnanå;Intervjuobjekt
MNMA03013012;29.06.2012 18:00;Ine Eriksen Søreide;Intervjuobjekt
MNMA03013012;29.06.2012 18:00;Halvor Mehlum;Intervjuobjekt
MNMA03013012;29.06.2012 18:00;Ali Esbati;Intervjuobjekt
MNMA03013012;29.06.2012 18:00;Kjetil Tronvoll;Intervjuobjekt
MNMA03013012;29.06.2012 18:00;Gudrun Folkedal;Intervjuobjekt
MNMA03013012;29.06.2012 18:00;Rolf Vestvik;Intervjuobjekt
MNMA03013012;29.06.2012 18:00;Eivind Reiten;Intervjuobjekt
MNMA03013012;29.06.2012 18:00;Tina Søreide;Intervjuobjekt
MNMA03013012;29.06.2012 18:00;Terje Erikstad;Intervjuobjekt
MNMA03013012;29.06.2012 18:00;Henrik Glette;Intervjuobjekt
MNMA03013012;29.06.2012 18:00;Kristian Marstad Pladsen;Intervjuobjekt
MNMA03013012;29.06.2012 18:00;Astrid Valen-Utvik;Intervjuobjekt
MNMA03013012;29.06.2012 18:00;Øivind Benestad;Intervjuobjekt
MNMA03013012;29.06.2012 18:00;Anne Berit Evang;Intervjuobjekt
MNMA03018612;17.09.2012 18:00;;
MNMA03019112;24.09.2012 18:00;Lisbeth Sellereite;Redigerer
MNMA03019112;24.09.2012 18:00;Gunnar Ekeløve-Slydal;Gjest
MNMA03019112;24.09.2012 18:00;Arvid Hallén;Gjest
MNMA03019112;24.09.2012 18:00;Bjørg Gjestvang;Medvirkende
MNMA03019112;24.09.2012 18:00;Per Arne Olsen;Medvirkende
MNMA03019112;24.09.2012 18:00;Anne-Grete Strøm-Erichsen;Medvirkende
MNMA03019112;24.09.2012 18:00;Nina Kristiansen;Medvirkende
MNMA03019112;24.09.2012 18:00;Thomas Breen;Medvirkende
MNMA03019112;24.09.2012 18:00;Jo Stigen;Medvirkende
MNMA03019112;24.09.2012 18:00;Jon Gangdal;Medvirkende
MNMA03019112;24.09.2012 18:00;Ivar Christiansen;Medvirkende
MNMA03019112;24.09.2012 18:00;Martin Dawes;Medvirkende
MNMA03019112;24.09.2012 18:00;Lars Nyre;Medvirkende
MNMA03019112;24.09.2012 18:00;Sigrid Sollund;Programleder
MNMA03019112;24.09.2012 18:00;Lars Sigurd Sunnanå;Korrespondent
MNMA03020912;18.10.2012 18:00;Hans-Ole Hummelvoll;Redigerer
MNMA03020912;18.10.2012 18:00;Anne Grosvold;Programleder
MNMA03020912;18.10.2012 18:00;Trine Skei Grande;Intervjuobjekt
MNMA03020912;18.10.2012 18:00;Trond Giske;Intervjuobjekt
MNMA03020912;18.10.2012 18:00;Magnus Takvam;Intervjuobjekt
MNMA03020912;18.10.2012 18:00;Jan Tore Sanner;Intervjuobjekt
MNMA03020912;18.10.2012 18:00;Espen Barth Eide;Intervjuobjekt
MNMA03020912;18.10.2012 18:00;Siri Meling;Intervjuobjekt
MNMA03020912;18.10.2012 18:00;Hanne Tømta;Intervjuobjekt
MNMA03020912;18.10.2012 18:00;Kristian Berg Harpviken;Intervjuobjekt
MNMA03020912;18.10.2012 18:00;Vibeke Madsen;Intervjuobjekt
MNMA03020912;18.10.2012 18:00;Arild Skedsmo;Intervjuobjekt
MNMA03020912;18.10.2012 18:00;Christopher Nilsen;Intervjuobjekt
MNMA03020912;18.10.2012 18:00;Nils Apeland;Intervjuobjekt
MNMA03020912;18.10.2012 18:00;Svein Mollekleiv;Intervjuobjekt
MNMA03021612;29.10.2012 18:00;Per Ivar Nordal;Redigerer
MNMA03021612;29.10.2012 18:00;Sverre Tom Radøy;Programleder
MNMA03021612;29.10.2012 18:00;Oda Holm Gulbrandsen;Skript
MNMA03021612;29.10.2012 18:00;Siri S. Hytten;Produsent
MNMA03021612;29.10.2012 18:00;Kjell Ingolf Ropstad;Intervjuobjekt
MNMA03021612;29.10.2012 18:00;Trond Giske;Intervjuobjekt
MNMA03021612;29.10.2012 18:00;Siv Jensen;Intervjuobjekt
MNMA03021612;29.10.2012 18:00;Terje Alsvik Walløe;Intervjuobjekt
MNMA03021612;29.10.2012 18:00;Heidi Nordby Lunde;Intervjuobjekt
MNMA03021612;29.10.2012 18:00;Knut Storberget;Intervjuobjekt
MNMA03021612;29.10.2012 18:00;Axel Christophersen;Intervjuobjekt
MNMA03021612;29.10.2012 18:00;Per Valebrokk;Intervjuobjekt
MNMA03021612;29.10.2012 18:00;Hilde Restad;Intervjuobjekt
MNMA03021612;29.10.2012 18:00;Elisabeth Aspaker;Intervjuobjekt
MNMA03021612;29.10.2012 18:00;Brita Skallerud;Intervjuobjekt
MNMA03021612;29.10.2012 18:00;Leif Pareli;Intervjuobjekt
MNMA03021612;29.10.2012 18:00;Magnus Marsdal;Intervjuobjekt
MNMA03021612;29.10.2012 18:00;Sindre Stranden Tollefsen;Intervjuobjekt
MNMA03021612;29.10.2012 18:00;Leif Frode Onarheim;Intervjuobjekt
MNMA03022312;07.11.2012 18:00;Per Ivar Nordal;Redigerer
MNMA03022312;07.11.2012 18:00;Tove Bjørgaas;Medvirkende
MNMA03022312;07.11.2012 18:00;Sverre Tom Radøy;Programleder
MNMA03022312;07.11.2012 18:00;Tove Nilsen Søetorp;Skript
MNMA03022312;07.11.2012 18:00;Dag Dørum;Produsent
MNMA03022312;07.11.2012 18:00;Anders Tvegård;Korrespondent
MNMA03022312;07.11.2012 18:00;Jon Gelius;Korrespondent
MNMA03022312;07.11.2012 18:00;Hans Olav Lahlum;Intervjuobjekt
MNMA03022312;07.11.2012 18:00;Jens Stoltenberg;Intervjuobjekt
MNMA03022312;07.11.2012 18:00;Elisabeth Holvik;Intervjuobjekt
MNMA03022312;07.11.2012 18:00;Lisbeth Berg-Hansen;Intervjuobjekt
MNMA03022312;07.11.2012 18:00;Hilde Restad;Intervjuobjekt
MNMA03022312;07.11.2012 18:00;Geir Lundestad;Intervjuobjekt
MNMA03022312;07.11.2012 18:00;John Arne Markussen;Intervjuobjekt
MNMA03022312;07.11.2012 18:00;Thomas Farstad;Intervjuobjekt
MNMA03022312;07.11.2012 18:00;John Erik Riley;Intervjuobjekt
MNMA03022312;07.11.2012 18:00;Barry B White;Intervjuobjekt
MNMA03023512;23.11.2012 18:00;Frode Thorshaug;Redigerer
MNMA03023512;23.11.2012 18:00;Sverre Tom Radøy;Programleder
MNMA03023512;23.11.2012 18:00;Oda Holm Gulbrandsen;Skript
MNMA03023512;23.11.2012 18:00;Siri S. Hytten;Produsent
MNMA03023512;23.11.2012 18:00;Kyrre Nakkim;Kommentator
MNMA03023512;23.11.2012 18:00;Hege Moe Eriksen;Korrespondent
MNMA03023512;23.11.2012 18:00;Gro Holm;Intervjuobjekt
MNMA03023512;23.11.2012 18:00;Ola Borten Moe;Intervjuobjekt
MNMA03023512;23.11.2012 18:00;Kari Helene Partapuoli;Intervjuobjekt
MNMA03023512;23.11.2012 18:00;Eivind Holst;Intervjuobjekt
MNMA03023512;23.11.2012 18:00;Frederic Hauge;Intervjuobjekt
MNMA03023512;23.11.2012 18:00;Morten Ørsal Johansen;Intervjuobjekt
MNMA03023512;23.11.2012 18:00;Hege Ulstein;Intervjuobjekt
MNMA03023512;23.11.2012 18:00;Gro Brækken;Intervjuobjekt
MNMA03023512;23.11.2012 18:00;Kjetil Wiedswang;Intervjuobjekt
MNMA03023512;23.11.2012 18:00;Are Hovdenak;Intervjuobjekt
MNMA03023512;23.11.2012 18:00;Siri Dokken;Intervjuobjekt
MNMA03023712;27.11.2012 18:00;Per Ivar Nordal;Redigerer
MNMA03023712;27.11.2012 18:00;Sverre Tom Radøy;Programleder
MNMA03023712;27.11.2012 18:00;Tove Nilsen Søetorp;Skript
MNMA03023712;27.11.2012 18:00;Siri S. Hytten;Produsent
MNMA03023712;27.11.2012 18:00;Hege Moe Eriksen;Korrespondent
MNMA03023712;27.11.2012 18:00;Kåre Willoch;Intervjuobjekt
MNMA03023712;27.11.2012 18:00;Espen Ottosen;Intervjuobjekt
MNMA03023712;27.11.2012 18:00;Øyvind Østerud;Intervjuobjekt
MNMA03023712;27.11.2012 18:00;Esten O. Sæther;Intervjuobjekt
MNMA03023712;27.11.2012 18:00;Ida Wolden Bache;Intervjuobjekt
MNMA03023712;27.11.2012 18:00;Karl Otto Ellefsen;Intervjuobjekt
MNMA03023712;27.11.2012 18:00;Randi Solhjell;Intervjuobjekt
MNMA03023712;27.11.2012 18:00;Michael Melchior;Intervjuobjekt
MNMA03023712;27.11.2012 18:00;Morten Sæther;Intervjuobjekt
MNMA03025412;20.12.2012 18:00;Carl Johan Rimstad;Redigerer
MNMA03025412;20.12.2012 18:00;Anne Grosvold;Programleder
MNMA03025412;20.12.2012 18:00;Elise Øygaren;Skript
MNMA03025412;20.12.2012 18:00;Dag Dørum;Produsent
MNMA03025412;20.12.2012 18:00;Trond Giske;Intervjuobjekt
MNMA03025412;20.12.2012 18:00;Torgeir Larsen;Intervjuobjekt
MNMA03025412;20.12.2012 18:00;Bjørn Erik Thon;Intervjuobjekt
MNMA03025412;20.12.2012 18:00;Lasse Sandaker-Nielsen;Intervjuobjekt
MNMA03025412;20.12.2012 18:00;Philip Lote;Intervjuobjekt
MNMA03025412;20.12.2012 18:00;Nils Butenschøn;Intervjuobjekt
MNMA03025412;20.12.2012 18:00;Line Steine Oma;Intervjuobjekt
MNMA03025412;20.12.2012 18:00;Anne Thidemann;Intervjuobjekt
MNMA03025412;20.12.2012 18:00;Joachim Wester Andersen;Intervjuobjekt
MNMA03025412;20.12.2012 18:00;Anne Kristine Waldrop;Intervjuobjekt
MNMA03025412;20.12.2012 18:00;Jonas Dræge;Intervjuobjekt
MNMA03025412;20.12.2012 18:00;Karl Henry Jacobsen;Intervjuobjekt
MNMA03025412;20.12.2012 18:00;Stein Ulvund;Intervjuobjekt
NMAG03004614;06.03.2014 18:00;Bente Alice Westgård;Script
NMAG03004614;06.03.2014 18:00;Lisbeth Sellereite;Redigerer
NMAG03004614;06.03.2014 18:00;Sigrid Sollund;Programleder
NMAG03004614;06.03.2014 18:00;Siv Jensen;Debattant
NMAG03004614;06.03.2014 18:00;Jonas Gahr Støre;Debattant
NMAG03004614;06.03.2014 18:00;Elisabeth Onsum;Reporter
NMAG03004614;06.03.2014 18:00;Sigrid Sollund;Reporter
NMAG03004614;06.03.2014 18:00;Hege Holm;Reporter
NMAG03004614;06.03.2014 18:00;Eirik Berg;Reporter
NMAG03004614;06.03.2014 18:00;Bjørn Atle Gildestad;Reporter
NMAG03004614;06.03.2014 18:00;Ida Thune Øritsland;Produsent
NMAG03004614;06.03.2014 18:00;Maria Persson Löfgren;Korrespondent
NMAG03004614;06.03.2014 18:00;Erna Solberg;Intervjuobjekt
NMAG03004614;06.03.2014 18:00;Jan Espen Kruse;Intervjuobjekt
NMAG03004614;06.03.2014 18:00;Trygve Slagsvold Vedum;Intervjuobjekt
NMAG03004614;06.03.2014 18:00;Børge Brende;Intervjuobjekt
NMAG03004614;06.03.2014 18:00;Håkon Haugli;Intervjuobjekt
NMAG03004614;06.03.2014 18:00;Jørgen Aukland;Intervjuobjekt
NMAG03004614;06.03.2014 18:00;Christian Anton Smedshaug;Intervjuobjekt
NMAG03004614;06.03.2014 18:00;Per Gunnar Salomonsen;Intervjuobjekt
NMAG03004614;06.03.2014 18:00;Johan Kaggestad;Intervjuobjekt
NMAG03004614;06.03.2014 18:00;Erik Røste;Intervjuobjekt
NMAG03004614;06.03.2014 18:00;Berit Svendsen;Intervjuobjekt
NMAG03004614;06.03.2014 18:00;Hasse Svens;Intervjuobjekt
NMAG03004614;06.03.2014 18:00;Lise Lyngsnes Randeberg;Intervjuobjekt
MNMA03022012;02.11.2012 18:00;Erik Sandbraaten;Redigerer
MNMA03022012;02.11.2012 18:00;Anne Grosvold;Programleder
MNMA03022012;02.11.2012 18:00;Tove Nilsen Søetorp;Skript
MNMA03022012;02.11.2012 18:00;Dag Dørum;Produsent
MNMA03022012;02.11.2012 18:00;Håvard Narum;Kommentator
MNMA03022012;02.11.2012 18:00;Ole Mathismoen;Kommentator
MNMA03022012;02.11.2012 18:00;Jonas Gahr Støre;Intervjuobjekt
MNMA03022012;02.11.2012 18:00;Ola Borten Moe;Intervjuobjekt
MNMA03022012;02.11.2012 18:00;Christian Grimsgaard;Intervjuobjekt
MNMA03022012;02.11.2012 18:00;Kari Kjønaas Kjos;Intervjuobjekt
MNMA03022012;02.11.2012 18:00;Jon Pedersen;Intervjuobjekt
MNMA03022012;02.11.2012 18:00;Olav Rønneberg;Intervjuobjekt
MNMA03022012;02.11.2012 18:00;Harald Bøckman;Intervjuobjekt
MNMA03022012;02.11.2012 18:00;Hans Frode Asmyhr;Intervjuobjekt
MNMA03022012;02.11.2012 18:00;Anne Viken;Intervjuobjekt
MNMA03022012;02.11.2012 18:00;Kato Nyquist;Intervjuobjekt
MNMA03019812;03.10.2012 18:00;Per Ivar Nordal;Redigerer
MNMA03019812;03.10.2012 18:00;Anne Grosvold;Programleder
MNMA03019812;03.10.2012 18:00;Oda Holm Gulbrandsen;Skript
MNMA03019812;03.10.2012 18:00;Siri S. Hytten;Produsent
MNMA03019812;03.10.2012 18:00;Agnes Moxnes;Kommentator
MNMA03019812;03.10.2012 18:00;Anders Tvegård;Korrespondent
MNMA03019812;03.10.2012 18:00;Bård Hoksrud;Intervjuobjekt
MNMA03019812;03.10.2012 18:00;Anders Romarheim;Intervjuobjekt
MNMA03019812;03.10.2012 18:00;Bente Mikkelsen;Intervjuobjekt
MNMA03019812;03.10.2012 18:00;Anne Holt;Intervjuobjekt
MNMA03019812;03.10.2012 18:00;Arild Hermstad;Intervjuobjekt
MNMA03019812;03.10.2012 18:00;Bård Vegar Solhjell;Intervjuobjekt
MNMA03019812;03.10.2012 18:00;Kjersti Stenseng;Intervjuobjekt
MNMA03019812;03.10.2012 18:00;Frank Rossavik;Intervjuobjekt
MNMA03019812;03.10.2012 18:00;Ketil Solvik Olsen;Intervjuobjekt
MNMA03019812;03.10.2012 18:00;Hilde Singsaas;Intervjuobjekt
MNMA03019812;03.10.2012 18:00;Morten Aas;Intervjuobjekt
MNMA03019812;03.10.2012 18:00;Anders Walalaøe;Intervjuobjekt
MNMA03003813;22.02.2013 18:00;Lisbeth Sellereite;Redigerer
MNMA03003813;22.02.2013 18:00;Tomm Kristiansen;Programleder
MNMA03003813;22.02.2013 18:00;Tove Nilsen Søetorp;Skript
MNMA03003813;22.02.2013 18:00;Dag Dørum;Produsent
MNMA03003813;22.02.2013 18:00;Tord Dale;Intervjuobjekt
MNMA03003813;22.02.2013 18:00;Audun Lysbakken;Intervjuobjekt
MNMA03003813;22.02.2013 18:00;Kjell Ingolf Ropstad;Intervjuobjekt
MNMA03003813;22.02.2013 18:00;Kari Helene Partapuoli;Intervjuobjekt
MNMA03003813;22.02.2013 18:00;Sveinung Rotevatn;Intervjuobjekt
MNMA03003813;22.02.2013 18:00;Petter Furulund;Intervjuobjekt
MNMA03003813;22.02.2013 18:00;Simen Gjølsjø;Intervjuobjekt
MNMA03003813;22.02.2013 18:00;Steinar Juel;Intervjuobjekt
MNMA03003813;22.02.2013 18:00;Torfinn Evensen;Intervjuobjekt
MNMA03003813;22.02.2013 18:00;Martin Mæland;Intervjuobjekt
MNMA03003813;22.02.2013 18:00;Eva Thesen;Intervjuobjekt
MNMA03003813;22.02.2013 18:00;Gabi Gleichmann;Intervjuobjekt
MNMA03003813;22.02.2013 18:00;Petter Christian Nissen-Lie;Intervjuobjekt
MNMA03003813;22.02.2013 18:00;Eilif Sandberg;Intervjuobjekt
MNMA03003813;22.02.2013 18:00;Sara Lyall;Intervjuobjekt
MNMA03009613;15.05.2013 18:00;Hanne Lunaas;Redigerer
MNMA03009613;15.05.2013 18:00;Trygve Slagsvold Vedum;Gjest
MNMA03009613;15.05.2013 18:00;Espen Barth Eide;Gjest
MNMA03009613;15.05.2013 18:00;Dag Terje Andersen;Gjest
MNMA03009613;15.05.2013 18:00;Erik Fosnes Hansen;Gjest
MNMA03009613;15.05.2013 18:00;Trond Omdal;Gjest
MNMA03009613;15.05.2013 18:00;Nils T. Bjørke;Gjest
MNMA03009613;15.05.2013 18:00;Ivar Gaasland;Gjest
MNMA03009613;15.05.2013 18:00;Dag Harald Claes;Gjest
MNMA03009613;15.05.2013 18:00;Jon Roar Bjørkvold;Gjest
MNMA03009613;15.05.2013 18:00;Anne Grosvold;Programleder
MNMA03009613;15.05.2013 18:00;Axel Wilhelm Due;Reporter
MNMA03009613;15.05.2013 18:00;Eivind Molde;Reporter
MNMA03009613;15.05.2013 18:00;Steinar Rostad Breivik;Reporter
MNMA03009613;15.05.2013 18:00;steinar suvatne;Reporter
MNMA03009613;15.05.2013 18:00;Tove Bjørgaas;Reporter
MNMA03009613;15.05.2013 18:00;Helga Rognstad;Reporter
MNMA03009613;15.05.2013 18:00;Sindre Heyerdal;Reporter
MNMA03009613;15.05.2013 18:00;Lars Christian Rød;Skript
MNMA03009613;15.05.2013 18:00;Dag Dørum;Produsent
MNMA03009613;15.05.2013 18:00;Magnus Takvam;Kommentator
MNMA03011213;06.06.2013 18:00;Lisbeth Sellereite;Redigerer
MNMA03011213;06.06.2013 18:00;Sverre Tom Radøy;Programleder
MNMA03011213;06.06.2013 18:00;Andreas Meier Eide;Reporter
MNMA03011213;06.06.2013 18:00;Susanne Sunde Bakke;Skript
MNMA03011213;06.06.2013 18:00;Dag Dørum;Produsent
MNMA03011213;06.06.2013 18:00;Kristin Halvorsen;Intervjuobjekt
MNMA03011213;06.06.2013 18:00;Trine Skei Grande;Intervjuobjekt
MNMA03011213;06.06.2013 18:00;Harald Sunde;Intervjuobjekt
MNMA03011213;06.06.2013 18:00;Arild Hermstad;Intervjuobjekt
MNMA03011213;06.06.2013 18:00;Kjetil Stormark;Intervjuobjekt
MNMA03011213;06.06.2013 18:00;Jan Bøhler;Intervjuobjekt
MNMA03011213;06.06.2013 18:00;Arild Skedsmo;Intervjuobjekt
MNMA03011213;06.06.2013 18:00;Vibeke Hammer Madsen;Intervjuobjekt
MNMA03011213;06.06.2013 18:00;Linda Cathrine Hofstad Helleland;Intervjuobjekt
MNMA03011213;06.06.2013 18:00;Hans-Christian Gabrielsen;Intervjuobjekt
MNMA03011213;06.06.2013 18:00;Anne Mari Halsan;Intervjuobjekt
MNMA03011213;06.06.2013 18:00;Jon Wessel- Aas;Intervjuobjekt
MNMA03012713;27.06.2013 18:00;Carl Johan Rimstad;Redigerer
MNMA03012713;27.06.2013 18:00;Anne Grosvold;Programleder
MNMA03012713;27.06.2013 18:00;Tove Nilsen Søetorp;Skript
MNMA03012713;27.06.2013 18:00;Dag Dørum;Produsent
MNMA03012713;27.06.2013 18:00;Agnes Moxnes;Kommentator
MNMA03012713;27.06.2013 18:00;Hege Moe Eriksen;Intervjuobjekt
MNMA03012713;27.06.2013 18:00;Knut Arild Hareide;Intervjuobjekt
MNMA03012713;27.06.2013 18:00;Jon Fredrik Baksaas;Intervjuobjekt
MNMA03012713;27.06.2013 18:00;Jonas Gahr Støre;Intervjuobjekt
MNMA03012713;27.06.2013 18:00;Rigmor Aasrud;Intervjuobjekt
MNMA03012713;27.06.2013 18:00;Per Sandberg;Intervjuobjekt
MNMA03012713;27.06.2013 18:00;Pål Lønseth;Intervjuobjekt
MNMA03012713;27.06.2013 18:00;Ketil Solvik-Olsen;Intervjuobjekt
MNMA03012713;27.06.2013 18:00;John Peder Egenæs;Intervjuobjekt
MNMA03012713;27.06.2013 18:00;Eli Gunhild By;Intervjuobjekt
MNMA03012713;27.06.2013 18:00;Torgeir Micaelsen;Intervjuobjekt
MNMA03012713;27.06.2013 18:00;Harald Andersen;Intervjuobjekt
MNMA03012713;27.06.2013 18:00;Peter Butenschøn;Intervjuobjekt
MNMA03013013;02.07.2013 18:00;Lisbeth Sellereite;Redigerer
MNMA03013013;02.07.2013 18:00;Hege Holm;Programleder
MNMA03013013;02.07.2013 18:00;Han Espen Kruse;Reporter
MNMA03013013;02.07.2013 18:00;Tove Nilsen Søetorp;Skript
MNMA03013013;02.07.2013 18:00;Dag Dørum;Produsent
MNMA03013013;02.07.2013 18:00;Svein Flåtten;Intervjuobjekt
MNMA03013013;02.07.2013 18:00;Hallgeir Langeland;Intervjuobjekt
MNMA03013013;02.07.2013 18:00;Kristin Skogen Lund;Intervjuobjekt
MNMA03013013;02.07.2013 18:00;Unni Wikan;Intervjuobjekt
MNMA03013013;02.07.2013 18:00;Bent Høie;Intervjuobjekt
MNMA03013013;02.07.2013 18:00;Ketil Solvik-Olsen;Intervjuobjekt
MNMA03013013;02.07.2013 18:00;Gjermund Hagesæter;Intervjuobjekt
MNMA03013013;02.07.2013 18:00;Annette Trettebergstuen;Intervjuobjekt
MNMA03013013;02.07.2013 18:00;Marit Heiberg;Intervjuobjekt
MNMA03013013;02.07.2013 18:00;Svein Tore Marthinsen;Intervjuobjekt
MNMA03013013;02.07.2013 18:00;Triond Giske;Intervjuobjekt
MNMA03016313;16.08.2013 18:00;Finn Lie;Redigerer
MNMA03016313;16.08.2013 18:00;Sverre Tom Radøy;Programleder
MNMA03016313;16.08.2013 18:00;Oda Holm Gulbrandsen;Skript
MNMA03016313;16.08.2013 18:00;Siri S. Hytten;Produsent
MNMA03016313;16.08.2013 18:00;Lars Sigurd Sunnanå;Korrespondent
MNMA03016313;16.08.2013 18:00;Anders Tvegård;Korrespondent
MNMA03016313;16.08.2013 18:00;Åse Kleveland;Intervjuobjekt
MNMA03016313;16.08.2013 18:00;Knut Arild Hareide;Intervjuobjekt
MNMA03016313;16.08.2013 18:00;Roy Jacobsen;Intervjuobjekt
MNMA03016313;16.08.2013 18:00;Arne Strand;Intervjuobjekt
MNMA03016313;16.08.2013 18:00;Bjørn Olav Utvik;Intervjuobjekt
MNMA03016313;16.08.2013 18:00;Torgeir Larsen;Intervjuobjekt
MNMA03016313;16.08.2013 18:00;Kristin Clemet;Intervjuobjekt
MNMA03016313;16.08.2013 18:00;John Olav Egeland;Intervjuobjekt
MNMA03016313;16.08.2013 18:00;Marianne Martinsen;Intervjuobjekt
MNMA03016313;16.08.2013 18:00;Hanne Skartveit;Intervjuobjekt
MNMA03016313;16.08.2013 18:00;Bente Erichsen;Intervjuobjekt
MNMA03016313;16.08.2013 18:00;Jakob Høigilt;Intervjuobjekt
MNMA03016313;16.08.2013 18:00;Tormod Vaaland Burkey;Intervjuobjekt
MNMA03017513;03.09.2013 18:00;Finn Lie;Redigerer
MNMA03017513;03.09.2013 18:00;Kathleen MacMahon;Forfatter
MNMA03017513;03.09.2013 18:00;Sverre Tom Radøy;Programleder
MNMA03017513;03.09.2013 18:00;Tove Nilsen Søetorp;Skript
MNMA03017513;03.09.2013 18:00;Dag Dørum;Produsent
MNMA03017513;03.09.2013 18:00;Anniken Huitfeldt;Intervjuobjekt
MNMA03017513;03.09.2013 18:00;Kristin Skogen Lund;Intervjuobjekt
MNMA03017513;03.09.2013 18:00;Espen Barth Eide;Intervjuobjekt
MNMA03017513;03.09.2013 18:00;Jan Egeland;Intervjuobjekt
MNMA03017513;03.09.2013 18:00;Ine Eriksen Søreide;Intervjuobjekt
MNMA03017513;03.09.2013 18:00;Kirsti Bergstø;Intervjuobjekt
MNMA03017513;03.09.2013 18:00;Gunnar Stavrum;Intervjuobjekt
MNMA03017513;03.09.2013 18:00;Dagrunn Eriksen;Intervjuobjekt
MNMA03017513;03.09.2013 18:00;Asle Toje;Intervjuobjekt
MNMA03017513;03.09.2013 18:00;Ger Kristiansen;Intervjuobjekt
MNMA03017813;06.09.2013 18:00;Lisbeth Sellereite;Redigerer
MNMA03017813;06.09.2013 18:00;Ketil Bjørnstad;Forfatter
MNMA03017813;06.09.2013 18:00;Anne Grosvold;Programleder
MNMA03017813;06.09.2013 18:00;Lars Nehru Sand;Reporter
MNMA03017813;06.09.2013 18:00;Tove Nilsen Søetorp;Skript
MNMA03017813;06.09.2013 18:00;Dag Dørum;Produsent
MNMA03017813;06.09.2013 18:00;Marie Simonsen;Kommentator
MNMA03017813;06.09.2013 18:00;Harald Stanghelle;Kommentator
MNMA03017813;06.09.2013 18:00;Trine Eilertsen;Kommentator
MNMA03017813;06.09.2013 18:00;Frank Aarebrot;Intervjuobjekt
MNMA03017813;06.09.2013 18:00;Pål Lønseth;Intervjuobjekt
MNMA03017813;06.09.2013 18:00;Ketil Solvik-Olsen;Intervjuobjekt
MNMA03017813;06.09.2013 18:00;Bård Vegar Solhjell;Intervjuobjekt
MNMA03017813;06.09.2013 18:00;Nikolai Astrup;Intervjuobjekt
MNMA03017813;06.09.2013 18:00;Mads Gilbert;Intervjuobjekt
MNMA03019613;02.10.2013 18:00;Finn Lie;Redigerer
